date	lon	lat	lowLon	higLon	lowLat	higLat
8/20/2003	203.98	19.517	203.98	203.98	19.517	19.517
8/25/2003	204.588	13.421	204.2251171	204.9508829	11.376593	15.465407
8/26/2003	204.495	12.326	204.1355838	204.8544162	10.38170578	14.27029422
8/27/2003	204.234	11.085	203.8743835	204.5936165	9.153368565	13.01663143
8/28/2003	205.295	10.557	204.9304949	205.6595051	8.567336712	12.54666329
8/30/2003	205.607	9.6698	205.242956	205.971044	7.666402885	11.67319711
8/31/2003	205.775	9.2626	205.4137909	206.1362091	7.311672016	11.21352798
9/1/2003	205.81	8.921	205.4486138	206.1713862	6.978939239	10.86306076
9/2/2003	206.57	8.4109	206.2087189	206.9312811	6.452380151	10.36941985
9/3/2003	206.159	7.3332	205.7983617	206.5196383	5.329703057	9.336696943
9/4/2003	207.141	6.1323	206.7759301	207.5060699	4.029730144	8.234869856
9/6/2003	207.386	4.4744	207.01756	207.75444	2.200812526	6.747987474
9/8/2003	207.303	3.5706	206.9347881	207.6712119	1.217389427	5.923810573
9/10/2003	207.882	2.671	207.5167987	208.2472013	0.25273616	5.08926384
9/11/2003	207.747	2.1774	207.3791685	208.1148315	-0.377908201	4.732708201
9/19/2003	210.641	0.96302	210.2686131	211.0133869	-2.065378917	3.991418917
9/22/2003	211.408	0.68045	211.0384381	211.7775619	-2.14337719	3.50427719
9/24/2003	213.066	0.63396	212.7009192	213.4310808	-2.050215851	3.318135851
9/25/2003	214.348	0.6726	213.9828863	214.7131137	-1.988377264	3.333577264
9/27/2003	215.621	0.68923	215.2559082	215.9860918	-1.968287639	3.346747639
9/28/2003	218.263	0.88291	217.9010442	218.6249558	-1.769862135	3.535682135
9/29/2003	218.269	1.0231	217.9038261	218.6341739	-1.68407565	3.73027565
10/1/2003	219.399	1.307	219.0337768	219.7642232	-1.496569154	4.110569154
10/2/2003	221.607	1.6089	221.2449337	221.9690663	-1.237149894	4.454949894
10/3/2003	222.22	2.0163	221.8545633	222.5854367	-0.932123307	4.964723307
10/5/2003	223.521	2.0847	223.1524732	223.8895268	-1.106287308	5.275687308
10/7/2003	224.555	2.219	224.1846542	224.9253458	-1.207193223	5.645193223
10/11/2003	226.89	2.7288	226.5194706	227.2605294	-1.019586319	6.477186319
10/13/2003	227.06	2.8862	226.6891469	227.4308531	-0.970119489	6.742519489
10/18/2003	230.273	3.1747	229.905397	230.640603	-0.747952164	7.097352164
10/19/2003	230.851	3.3286	230.4841594	231.2178406	-0.566987247	7.224187247
10/22/2003	232.254	4.977	231.8850881	232.6229119	1.173738242	8.780261758
10/23/2003	232.508	5.3001	232.1441704	232.8718296	1.546861398	9.053338602
10/24/2003	232.932	5.5417	232.5685224	233.2954776	1.811606167	9.271793833
10/25/2003	232.772	5.6174	232.4094204	233.1345796	1.88618036	9.34861964
10/26/2003	232.812	5.588	232.4499061	233.1740939	1.831512279	9.344487721
10/27/2003	234.062	5.5709	233.6945058	234.4294942	1.762960925	9.378839075
11/1/2003	236.638	6.0191	236.2690285	237.0069715	2.312025682	9.726174318
11/2/2003	236.66	6.1831	236.2961594	237.0238406	2.561387698	9.804812302
11/3/2003	236.73	6.4905	236.3650342	237.0949658	2.917210199	10.0637898
11/4/2003	238.458	6.7543	238.092722	238.823278	3.191323716	10.31727628
11/5/2003	238.061	6.9097	237.6922887	238.4297113	3.313702225	10.50569778
11/10/2003	239.872	7.9006	239.5007211	240.2432789	4.481594297	11.3196057
11/11/2003	239.751	7.9983	239.3842739	240.1177261	4.664113443	11.33248656
11/13/2003	239.463	7.8661	239.0943647	239.8316353	4.631165688	11.10103431
11/15/2003	240.62	8.0256	240.2501568	240.9898432	4.894977059	11.15622294
11/17/2003	240.909	8.0479	240.5399038	241.2780962	5.033202669	11.06259733
11/19/2003	241.718	7.8942	241.3528096	242.0831904	5.022475779	10.76592422
11/20/2003	241.927	7.9506	241.561071	242.292929	5.118357073	10.78284293
11/22/2003	241.551	7.876	241.1822508	241.9197492	5.067584076	10.68441592
11/24/2003	243.432	7.3423	243.0677858	243.7962142	4.597486709	10.08711329
11/25/2003	245.372	6.9089	245.0064976	245.7375024	4.143615205	9.674184795
11/29/2003	248.596	5.5403	248.2267034	248.9652966	2.871217761	8.209382239
12/1/2003	246.698	4.9494	246.3327001	247.0632999	2.542576367	7.356223633
12/2/2003	248.159	5.0607	247.7965693	248.5214307	2.770372512	7.351027488
12/3/2003	249.635	5.3129	249.2718912	249.9981088	3.078263564	7.547536436
12/4/2003	248.003	6.2803	247.6362412	248.3697588	4.053912792	8.506687208
12/5/2003	248.476	7.1819	248.1057514	248.8462486	4.909456381	9.454343619
12/7/2003	248.463	8.1339	248.0911936	248.8348064	5.811487461	10.45631254
12/9/2003	248.806	9.2985	248.4358109	249.1761891	7.099773096	11.4972269
12/10/2003	249.173	9.6045	248.8089451	249.5370549	7.484028354	11.72497165
12/11/2003	250.06	9.87	249.6962528	250.4237472	7.760687316	11.97931268
12/12/2003	249.185	10.012	248.8219628	249.5480372	7.842576113	12.18142389
12/13/2003	249.85	10.069	249.4816143	250.2183857	7.720553705	12.41744629
12/21/2003	251.51	8.9084	251.1426854	251.8773146	6.581771538	11.23502846
12/22/2003	249.748	9.9913	249.3753071	250.1206929	7.792300227	12.19029977
12/23/2003	250.099	10.831	249.7257494	250.4722506	8.566491223	13.09550878
12/27/2003	249.466	11.506	249.0969743	249.8350257	9.142274128	13.86972587
12/28/2003	249.606	11.971	249.2365355	249.9754645	9.616429976	14.32557002
12/30/2003	250.543	11.864	250.1716242	250.9143758	9.304937672	14.42306233
1/7/2004	248.66	10.81	248.66	248.66	10.81	10.81
