date	lon	lat	lowLon	higLon	lowLat	higLat
8/8/2003	203.973	19.535	203.973	203.973	19.535	19.535
8/9/2003	204.517	17.408	204.4966569	204.5373431	15.05700021	19.75899979
8/10/2003	203.251	15.536	203.2415798	203.2604202	12.45801365	18.61398635
8/11/2003	202.834	13.683	202.786249	202.881751	10.2767117	17.0892883
8/12/2003	203.437	11.509	203.3466916	203.5273084	7.912001251	15.10599875
8/13/2003	204.466	9.2971	204.3649396	204.5670604	5.578175424	13.01602458
8/14/2003	203.9	7.158	203.8169073	203.9830927	3.348013123	10.96798688
8/15/2003	203.654	5.2467	203.5604201	203.7475799	1.453601003	9.039798997
8/16/2003	203.185	3.6734	203.1040259	203.2659741	-0.042996104	7.389796104
8/18/2003	204.44	0.209	204.3412053	204.5387947	-3.201219934	3.619219934
8/19/2003	202.321	-0.95776	202.2725381	202.3694619	-4.143226999	2.227706999
8/20/2003	201.877	-1.9643	201.83706	201.91694	-4.960898071	1.032298071
8/21/2003	202.176	-1.9821	202.1759166	202.1760834	-4.820338891	0.856138891
8/22/2003	201.676	-1.9909	201.6749926	201.6770074	-4.694601167	0.712801167
8/23/2003	201.796	-2.1891	201.7911145	201.8008855	-4.776685747	0.398485747
8/24/2003	202.729	-2.3078	202.7278733	202.7301267	-4.793438751	0.177838751
8/25/2003	201.783	-1.8198	201.7750764	201.7909236	-4.21462776	0.57502776
8/26/2003	202.195	-0.45656	202.1695269	202.2204731	-2.769653167	1.856533167
8/27/2003	202.212	0.024125	202.2040743	202.2199257	-2.214981965	2.263231965
8/28/2003	203.939	0.72667	203.9291548	203.9488452	-1.444596911	2.897936911
8/29/2003	204.108	-0.51952	204.0932112	204.1227888	-2.628263702	1.589223702
8/30/2003	204.291	-1.5231	204.2802044	204.3017956	-3.574050999	0.527850999
8/31/2003	203.166	-1.7011	203.1630327	203.1689673	-3.698267995	0.296067995
9/1/2003	203.509	-1.6827	203.5084595	203.5095405	-3.62981068	0.26441068
9/2/2003	203.757	-1.1176	203.7512817	203.7627183	-3.01782104	0.78262104
9/3/2003	205.597	-0.99262	205.5948723	205.5991277	-2.849272902	0.864032902
9/4/2003	205.132	-0.86944	205.1313618	205.1326382	-2.686745698	0.947865698
9/5/2003	205.431	-1.057	205.4298361	205.4321639	-2.849026786	0.735026786
9/6/2003	205.306	-1.2975	205.3042579	205.3077421	-3.138347631	0.543347631
9/8/2003	205.044	0.58964	205.0339487	205.0540513	-1.173368792	2.352648792
9/9/2003	206.425	1.0812	206.4225796	206.4274204	-0.569775469	2.732175469
9/10/2003	207.915	1.0747	207.914181	207.915819	-0.536200369	2.685600369
9/11/2003	206.247	-0.73342	206.2399442	206.2540558	-2.315696841	0.848856841
9/12/2003	207.714	-1.5256	207.7113672	207.7166328	-3.092239716	0.041039716
9/13/2003	207.738	-1.645	207.7375642	207.7384358	-3.293854148	0.003854148
9/16/2003	209.221	-0.43513	209.2171283	209.2248717	-2.089808216	1.219548216
9/18/2003	209.419	0.5946	209.4169821	209.4210179	-0.891387887	2.080587887
9/19/2003	209.921	0.33981	209.9203984	209.9216016	-1.059875679	1.739495679
9/20/2003	210.368	-0.23238	210.3670985	210.3689015	-1.607719958	1.142959958
9/21/2003	213.156	-0.31379	213.1557377	213.1562623	-1.670447658	1.042867658
9/22/2003	210.656	-0.068884	210.6558586	210.6561414	-1.408227123	1.270459123
9/23/2003	211.548	0.022154	211.5478787	211.5481213	-1.300086523	1.344394523
9/24/2003	212.29	0.095384	212.2899236	212.2900764	-1.210939084	1.401707084
9/25/2003	213.896	0.39805	213.8958109	213.8961891	-0.89259325	1.68869325
9/26/2003	214.6	0.39937	214.5998673	214.6001327	-0.879035257	1.677775257
9/27/2003	215.233	0.056974	215.2326818	215.2333182	-1.258837537	1.372785537
9/29/2003	216.665	-0.32448	216.6643929	216.6656071	-1.612377511	0.963417511
9/30/2003	217.102	-1.5065	217.0994159	217.1045841	-2.780893974	-0.232106026
10/2/2003	218.559	1.7294	218.5520189	218.5659811	0.484136976	2.974663024
10/3/2003	220.006	2.4609	220.0027418	220.0092582	1.272640769	3.649159231
10/4/2003	221.261	1.4341	221.2583106	221.2636894	0.258140817	2.610059183
10/5/2003	221.508	1.8074	221.5064352	221.5095648	0.639427398	2.975372602
10/6/2003	221.883	1.4522	221.8817556	221.8842444	0.219739047	2.684660953
10/11/2003	223.89	6.95	223.89	223.89	6.95	6.95
