date	lon	lat	lowLon	higLon	lowLat	higLat
7/12/2003	204.017	19.433	204.017	204.017	19.433	19.433
7/13/2003	203.998	19.378	203.1080562	204.8879438	17.57721128	21.17878872
7/16/2003	202.557	19.232	201.6022435	203.5117565	16.20988154	22.25411846
7/19/2003	201.212	18.979	200.3084957	202.1155043	15.821596	22.136404
7/20/2003	202.68	18.738	201.7898764	203.5701236	15.69497519	21.78102481
7/22/2003	203.319	18.505	202.3993479	204.2386521	15.96468506	21.04531494
7/24/2003	202.442	18.632	201.5480201	203.3359799	16.13328033	21.13071967
7/25/2003	203.973	18.119	203.0874493	204.8585507	15.48347349	20.75452651
7/27/2003	204.728	17.284	203.8486366	205.6073634	14.82440654	19.74359346
7/28/2003	205.782	16.439	204.9326238	206.6313762	13.85551398	19.02248602
7/29/2003	207.422	15.637	206.5745804	208.2694196	13.08122223	18.19277777
7/30/2003	207.886	14.95	207.0427681	208.7292319	12.58170948	17.31829052
7/31/2003	209.5	14.341	208.6514247	210.3485753	11.92480464	16.75719536
8/1/2003	209.363	14.206	208.4776074	210.2483926	11.58867312	16.82332688
8/3/2003	209.936	13.798	209.0197249	210.8522751	11.2530442	16.3429558
8/5/2003	209.535	13.837	208.6486818	210.4213182	11.36111632	16.31288368
8/6/2003	211.093	13.915	210.2357486	211.9502514	11.45361827	16.37638173
8/7/2003	211.405	14.212	210.5155732	212.2944268	11.68581711	16.73818289
8/9/2003	213.119	14.285	212.2325464	214.0054536	11.63185093	16.93814907
8/10/2003	213.367	14.52	212.5066977	214.2273023	11.70056743	17.33943257
8/11/2003	214.788	14.722	213.8976068	215.6783932	11.84477912	17.59922088
8/13/2003	214.121	15.007	213.2310787	215.0109213	12.35769821	17.65630179
8/14/2003	214.475	14.884	213.6199444	215.3300556	12.19997317	17.56802683
8/15/2003	215.763	14.398	214.9110845	216.6149155	11.38270565	17.41329435
8/16/2003	215.602	13.946	214.7213412	216.4826588	10.67742233	17.21457767
8/18/2003	217.169	13.075	216.2341845	218.1038155	9.477500869	16.67249913
8/22/2003	220.31	11.823	219.3599684	221.2600316	8.193234167	15.45276583
8/25/2003	222.142	10.799	221.2192216	223.0647784	7.729472349	13.86852765
8/27/2003	222.711	10.543	221.8272806	223.5947194	7.141059377	13.94494062
8/28/2003	221.732	10.335	220.8500023	222.6139977	6.849716654	13.82028335
8/30/2003	222.351	9.8249	221.4701822	223.2318178	6.304672735	13.34512727
8/31/2003	221.869	9.7642	220.9652522	222.7727478	6.118051347	13.41034865
9/4/2003	223.232	8.8627	222.2806851	224.1833149	4.960444242	12.76495576
9/7/2003	225.286	9.3714	224.3331936	226.2388064	5.2538279	13.4889721
9/10/2003	227.24	9.5075	226.3427375	228.1372625	5.427647061	13.58735294
9/11/2003	228.051	9.6721	227.1951963	228.9068037	5.629328673	13.71487133
9/12/2003	228.627	9.8382	227.7711963	229.4828037	5.7982	13.8782
9/13/2003	228.782	10.017	227.8951404	229.6688596	5.971755879	14.06224412
9/15/2003	231.516	10.633	230.6239238	232.4080762	6.610562928	14.65543707
9/16/2003	230.535	10.382	229.6548182	231.4151818	6.389757522	14.37424248
9/18/2003	230.999	9.7251	230.0887473	231.9092527	5.830899183	13.61930082
9/20/2003	231.617	8.9806	230.7038297	232.5301703	4.705556141	13.25564386
9/22/2003	232.666	8.465	231.7112644	233.6207356	3.856746535	13.07325347
10/6/2003	236.199	6.2338	235.2862459	237.1117541	1.379894356	11.08770564
10/7/2003	236.786	6.139	235.9344837	237.6375163	1.382909168	10.89509083
10/8/2003	236.695	5.9001	235.8038434	237.5861566	1.204612805	10.5955872
10/11/2003	237.851	5.4566	236.9580946	238.7439054	0.930365362	9.982834638
10/12/2003	238.259	5.424	237.3766849	239.1413151	0.957726385	9.890273615
10/14/2003	238.077	5.3993	237.1940051	238.9599949	1.037648936	9.760951064
10/15/2003	238.805	5.5379	237.9070022	239.7029978	1.224339985	9.851460015
10/18/2003	239.055	6.025	238.1552	239.9548	1.923488084	10.12651192
10/19/2003	239.259	6.2479	238.3708108	240.1471892	2.249750428	10.24604957
10/21/2003	240.157	6.7106	239.2695317	241.0444683	2.964241768	10.45695823
10/22/2003	240.584	7.0094	239.7260023	241.4419977	3.426161242	10.59263876
10/23/2003	240.998	7.3803	240.1376047	241.8583953	3.980829453	10.77977055
10/24/2003	241.199	7.8102	240.2879347	242.1100653	4.630388685	10.99001132
10/28/2003	242.4	9.93	242.4	242.4	9.93	9.93
