date	lon	lat	lowLon	higLon	lowLat	higLat
6/29/2003	203.978	19.493	203.978	203.978	19.493	19.493
6/30/2003	203.888	19.516	202.5677424	205.2082576	18.21663092	20.81536908
7/1/2003	203.839	19.836	202.2153252	205.4626748	18.21122925	21.46077075
7/3/2003	204.226	20.304	202.4513	206.0007	18.53233412	22.07566588
7/4/2003	204.227	20.448	202.4810905	205.9729095	18.70706921	22.18893079
7/5/2003	204.147	20.482	202.4127912	205.8812088	18.75269956	22.21130044
7/6/2003	204.124	20.361	202.396088	205.851912	18.62264446	22.09935554
7/7/2003	204.072	20.184	202.3451995	205.7988005	18.38974249	21.97825751
7/8/2003	204.052	20.189	202.313679	205.790321	18.25505067	22.12294933
7/9/2003	203.997	20.192	202.2543813	205.7396187	18.31405431	22.06994569
7/10/2003	204.069	19.978	202.3015612	205.8364388	18.05318313	21.90281687
7/11/2003	204.217	19.765	202.3893677	206.0446323	17.62061198	21.90938802
7/13/2003	205.073	19.297	203.2398606	206.9061394	17.1237996	21.4702004
7/14/2003	205.439	19.061	203.6512976	207.2267024	17.07226171	21.04973829
7/15/2003	205.682	18.8	203.8793242	207.4846758	16.80407415	20.79592585
7/16/2003	205.919	18.575	204.0317586	207.8062414	16.3866673	20.7633327
7/19/2003	206.502	18.008	204.6378326	208.3661674	16.01607631	19.99992369
7/20/2003	206.577	17.821	204.8013086	208.3526914	15.90423189	19.73776811
7/21/2003	206.889	17.669	205.1500693	208.6279307	15.74120333	19.59679667
7/22/2003	207.497	17.553	205.7677343	209.2262657	15.53517939	19.57082061
7/23/2003	208.273	17.457	206.5521746	209.9938254	15.51921776	19.39478224
7/24/2003	209.169	17.626	207.4382545	210.8997455	15.68867194	19.56332806
7/25/2003	209.25	17.694	207.495577	211.004423	15.75807645	19.62992355
7/26/2003	209.625	17.604	207.8199183	211.4300817	15.63223937	19.57576063
7/28/2003	211.871	17.388	210.0689456	213.6730544	15.38899025	19.38700975
7/29/2003	211.347	17.671	209.5857277	213.1082723	15.68380097	19.65819903
7/30/2003	211.081	18.062	209.3345407	212.8274593	15.97097154	20.15302846
7/31/2003	210.876	18.448	209.1398779	212.6121221	16.40858832	20.48741168
8/1/2003	211.04	18.712	209.3056413	212.7743587	16.63026995	20.79373005
8/2/2003	211.276	18.969	209.5488405	213.0031595	17.00245989	20.93554011
8/3/2003	211.385	19.052	209.6616544	213.1083456	17.13278141	20.97121859
8/4/2003	211.649	19.19	209.9256892	213.3723108	17.2441737	21.1358263
8/5/2003	212.056	19.286	210.3315639	213.7804361	17.23124941	21.34075059
8/6/2003	212.348	19.096	210.6171158	214.0788842	16.80253101	21.38946899
8/7/2003	212.48	18.903	210.7446499	214.2153501	16.48639081	21.31960919
8/8/2003	212.765	18.644	211.0030579	214.5269421	15.86263343	21.42536657
8/9/2003	213.238	18.396	211.4213437	215.0546563	15.31230092	21.47969908
8/11/2003	214.227	17.956	212.4079893	216.0460107	14.39336053	21.51863947
8/12/2003	214.557	17.695	212.787356	216.326644	13.93803314	21.45196686
8/13/2003	214.793	17.415	213.0330114	216.5529886	13.48521629	21.34478371
8/14/2003	215.121	17.09	213.3357157	216.9062843	13.00505202	21.17494798
8/15/2003	215.564	16.761	213.6973238	217.4306762	12.54104739	20.98095261
8/18/2003	216.936	15.756	215.0811038	218.7908962	11.23577877	20.27622123
8/19/2003	217.363	15.462	215.5975992	219.1284008	10.86539256	20.05860744
8/20/2003	217.773	15.163	216.0471495	219.4988505	10.50403016	19.82196984
8/21/2003	218.667	14.866	216.9561756	220.3778244	10.15813424	19.57386576
8/22/2003	218.338	14.548	216.6275147	220.0484853	9.804288373	19.29171163
8/23/2003	218.159	14.23	216.4310995	219.8869005	9.46282054	18.99717946
8/24/2003	218.115	13.91	216.3379575	219.8920425	9.131715789	18.68828421
8/26/2003	218.367	13.268	216.5950519	220.1389481	8.505017741	18.03098226
8/27/2003	218.395	12.939	216.6768382	220.1131618	8.20254563	17.67545437
8/28/2003	218.391	12.652	216.693767	220.088233	7.943157255	17.36084275
8/29/2003	218.386	12.397	216.6961598	220.0758402	7.7166154	17.0773846
8/30/2003	218.391	12.2	216.7031611	220.0788389	7.548720606	16.85127939
8/31/2003	218.389	11.951	216.704233	220.073767	7.329398546	16.57260145
9/1/2003	218.359	11.69	216.6765494	220.0414506	7.098398972	16.28160103
9/2/2003	218.406	11.368	216.7261429	220.0858571	6.806509016	15.92949098
9/3/2003	218.502	11.081	216.8217738	220.1822262	6.549598451	15.61240155
9/4/2003	218.61	10.746	216.929155	220.290845	6.244578002	15.247422
9/5/2003	219.143	10.456	217.4569988	220.8290012	5.984177105	14.92782289
9/6/2003	219.772	10.188	218.0753327	221.4686673	5.745388156	14.63061184
9/7/2003	219.771	9.8623	218.0521748	221.4898252	5.448322202	14.2762778
9/8/2003	219.676	9.5599	217.9050455	221.4469545	5.173739948	13.94606005
9/10/2003	220.061	9.0453	218.2875965	221.8344035	4.729561361	13.36103864
9/11/2003	220.037	8.8209	218.3132135	221.7607865	4.547868289	13.09393171
9/12/2003	220.007	8.63	218.3049307	221.7090693	4.398924487	12.86107551
9/13/2003	219.981	8.3704	218.2896928	221.6723072	4.18069834	12.56010166
9/14/2003	219.911	8.1389	218.2235878	221.5984122	3.990165253	12.28763475
9/15/2003	219.787	7.9396	218.1007734	221.4732266	3.831656476	12.04754352
9/16/2003	219.67	7.7134	217.9847582	221.3552418	3.64631259	11.78048741
9/17/2003	219.553	7.4881	217.8680786	221.2379214	3.462233634	11.51396637
9/18/2003	219.436	7.2728	217.7509955	221.1210045	3.288781928	11.25681807
9/19/2003	219.379	7.06	217.6938175	221.0641825	3.118934154	11.00106585
9/20/2003	219.338	6.8637	217.6524022	221.0235978	2.967086085	10.76031391
9/21/2003	219.383	6.6872	217.6969395	221.0690605	2.837057146	10.53734285
9/22/2003	219.354	6.4938	217.6677141	221.0402859	2.692800132	10.29479987
9/23/2003	219.298	6.3371	217.6109197	220.9850803	2.588713681	10.08548632
9/24/2003	219.185	6.2167	217.496936	220.873064	2.525196241	9.908203759
9/25/2003	219.033	6.1329	217.3438937	220.7221063	2.503795427	9.762004573
9/26/2003	218.929	6.0871	217.2388166	220.6191834	2.527212361	9.646987639
9/27/2003	218.782	6.0943	217.0905864	220.4734136	2.612231649	9.576368351
9/28/2003	218.721	6.1537	217.0282626	220.4137374	2.760176757	9.547223243
9/29/2003	218.65	6.3173	216.9555975	220.3444025	3.025978077	9.608621923
9/30/2003	218.693	6.5429	216.9970283	220.3889717	3.371086639	9.714713361
10/1/2003	218.755	6.879	217.0572368	220.4527632	3.849082509	9.908917491
10/2/2003	218.833	7.262	217.1336001	220.5323999	4.403468909	10.12053109
10/3/2003	218.734	7.6979	217.0330473	220.4349527	5.050788367	10.34501163
10/4/2003	218.58	8.2506	216.8774372	220.2825628	5.872113086	10.62908691
10/7/2003	218.057	10.297	218.057	218.057	10.297	10.297
