date	lon	lat	lowLon	higLon	lowLat	higLat
7/2/2005	203.98	19.49	203.98	203.98	19.49	19.49
7/9/2005	204.207	17.973	204.1500274	204.2639726	16.60799451	19.33800549
7/10/2005	203.494	18.561	203.4357529	203.5522471	17.26845213	19.85354787
7/11/2005	202.523	19.14	202.4646895	202.5813105	17.89777619	20.38222381
7/12/2005	202.81	19.545	202.7520062	202.8679938	18.32586916	20.76413084
7/13/2005	201.958	19.874	201.8999514	202.0160486	18.66485154	21.08314846
7/14/2005	202.239	20.119	202.1812395	202.2967605	18.91059609	21.32740391
7/15/2005	201.638	20.247	201.5802665	201.6957335	19.03709091	21.45690909
7/16/2005	201.03	20.371	200.9722509	201.0877491	19.15525332	21.58674668
7/17/2005	201.177	20.571	201.1193292	201.2346708	19.34281435	21.79918565
7/18/2005	200.068	20.773	200.0096768	200.1263232	19.54216289	22.00383711
7/19/2005	200.088	20.849	200.0304855	200.1455145	19.62371636	22.07428364
7/20/2005	199.481	20.984	199.4232	199.5388	19.7525943	22.2154057
7/21/2005	199.99	21.056	199.9323431	200.0476569	19.8264635	22.2855365
7/22/2005	200.116	20.988	200.0586575	200.1733425	19.75166671	22.22433329
7/23/2005	198.883	20.961	198.8247114	198.9412886	19.72327628	22.19872372
7/24/2005	198.64	20.827	198.5827242	198.6972758	19.59247985	22.06152015
7/25/2005	198.265	20.539	198.2078934	198.3221066	19.31397755	21.76402245
7/26/2005	199.129	20.145	199.0715749	199.1864251	18.92262526	21.36737474
7/27/2005	198.883	19.752	198.8260365	198.9399635	18.52728779	20.97671221
7/28/2005	199	19.492	198.9428735	199.0571265	18.25903609	20.72496391
7/29/2005	199.367	19.222	199.3098196	199.4241804	17.98793355	20.45606645
7/30/2005	199.242	18.984	199.1848577	199.2991423	17.75540731	20.21259269
7/31/2005	199.598	18.91	199.540608	199.655392	17.68065871	20.13934129
8/1/2005	199.58	19.223	199.522236	199.637764	17.98692557	20.45907443
8/2/2005	199.69	19.62	199.6321263	199.7478737	18.38269648	20.85730352
8/3/2005	199.539	19.655	199.4815297	199.5964703	18.42133878	20.88866122
8/4/2005	199.267	19.894	199.2092606	199.3247394	18.65483899	21.13316101
8/5/2005	198.367	20.052	198.308939	198.425061	18.81122605	21.29277395
8/6/2005	197.34	20.224	197.2817447	197.3982553	18.98466147	21.46333853
8/7/2005	197.809	20.457	197.7512194	197.8667806	19.22288493	21.69111507
8/8/2005	197.268	20.692	197.2100811	197.3259189	19.4577715	21.9262285
8/9/2005	196.977	20.978	196.9191253	197.0348747	19.75022152	22.20577848
8/10/2005	196.439	21.186	196.381088	196.496912	19.96274206	22.40925794
8/11/2005	196.399	21.339	196.3413747	196.4566253	20.13266671	22.54533329
8/12/2005	196.108	21.504	196.0502886	196.1657114	20.33645557	22.67154443
8/13/2005	195.561	21.656	195.503191	195.618809	20.57324426	22.73875574
8/14/2005	196.007	21.576	195.9496017	196.0643983	20.69026866	22.46173134
8/15/2005	195.74	21.41	195.74	195.74	21.41	21.41
